Número de serie,Escuela o facultad:,Edad:,Sexo:,Tiene tutor,"1.	¿Conoces las actividades de tutoría que se desarrollan en tu Escuela o Facultad?","2.	¿Consideras que en tu Escuela o Facultad es necesaria la tutoría?","3.	¿Consideras que en tu Escuela o Facultad la tutoría funciona?",Sugerencias
499,Facultad de Ingeniería,22,Femenino,B,Sí,Sí,No,Deberían tener mayor contacto con los alumnos 
502,Escuela Nacional Preparatoria,17,Femenino,B,Sí,Sí,Sí,"Hay que dar más información sobre las tutorías , ya que desde que comenzó la pandemia no hay mucha información "
505,Facultad de Filosofía y Letras,23,Femenino,B,Sí,Sí,Sí,Los tutores podrían explicar con detenimiento actividades que se llevan a cabo en la facultad. 
510,Facultad de Ingeniería,20,Masculino,B,Sí,Sí,Sí,"Por el momento no tengo comentarios, gracias"
511,Escuela Nacional Preparatoria,16,Femenino,B,No,Sí,Sí,no tengo
514,Facultad de Medicina,18,Femenino,B,Sí,Sí,Sí,"Ninguna, me resulta muy útil el programa"
517,Escuela Nacional Preparatoria,17,Femenino,B,No,Sí,Sí,"Hay muy buenos tutores y otros que sinceramente no, así que sería recomendable que hubiera un equilibrio, por ejemplo, hay tutores que me han ayudado con el desarrollo personal pero no con el académico "
533,Escuela Nacional Preparatoria,16,Masculino,B,Sí,Sí,No,ninguna
535,Facultad de Filosofía y Letras,40,Femenino,B,Sí,Sí,Sí,Gracias a las tutoras podemos seguir avanzando en todos los ámbitos gracias por este apoyo. 
538,Facultad de Ingeniería,20,Femenino,B,Sí,Sí,Sí,Ninguna 
540,Facultad de Ingeniería,20,Masculino,B,Sí,No,Sí,"Pues que sigan asi, motivando al alumno"
541,Escuela Nacional Preparatoria,15,Masculino,B,No,No,Sí,"Añadir una clase únicamente para tutoria
"
544,FES Cuautitlán,21,Femenino,B,Sí,Sí,Sí,"Por el momento ninguna, todo me parece perfecto"
545,Escuela Nacional Preparatoria,15,Femenino,B,Sí,Sí,Sí,.. 
546,ENES Morelia,26,Masculino,B,Sí,Sí,No,"La licenciatura no se parece a lo detallado en el plan de la licenciatura y en la práctica no se imparten las mismas materias que se aprobaron con los contenidos que propusieron, los tutores lo saben y solo fomentan que se siga el plan no oficial de la licenciatura sin que se vea una reestructuración o reacreditación en el futuro próximo
"
552,Escuela Nacional Preparatoria,17,Femenino,B,No,Sí,No,que sean mas eficientes si se les presenta alguna duda o situación a algún alumno 
553,Escuela Nacional Preparatoria,15,Femenino,B,No,Sí,Sí,no
556,Escuela Nacional Preparatoria,16,Femenino,B,No,Sí,No,Que los tutores cumplan con su función
560,Escuela Nacional Preparatoria,17,Femenino,B,Sí,Sí,Sí,Brindar un mayor apoyo a alumnos para la solucut de problemas 
562,Escuela Nacional Preparatoria,16,Masculino,B,Sí,Sí,Sí,ninguna
564,Escuela Nacional Preparatoria,17,Masculino,B,No,Sí,No,"No, solo informar de que existe"
565,Escuela Nacional Preparatoria,16,Masculino,B,No,Sí,Sí,"Todo esta bien, solo que este más presente el tutor, preguntando cada cierto tiempo si ocurre algo, no solo cuando nosotros le avisamos :) "
567,Escuela Nacional Preparatoria,16,Femenino,B,No,Sí,Sí,"Todo me parece bien, aunque me falta un poco conocer más. "
568,Facultad e Contaduría y Administración,18,Femenino,B,Sí,Sí,Sí,Ninguna 
573,Facultad e Contaduría y Administración,19,Femenino,B,Sí,Sí,Sí,"Ninguna
"
575,Escuela Nacional Preparatoria,17,Femenino,B,No,Sí,Sí,Más horas de asesoría con el tutor
576,Escuela Nacional Preparatoria,17,Femenino,B,No,Sí,No,Que haya un espacio específico para la tutoria
578,"Facultad de Medicina, Veterinaria y Zootecnia",21,Femenino,B,No,Sí,Sí,"Considero que podría mejorarse la comunicación entre el departamento de tutoría y los alumnos, informar sobre becas, movilidad estudiantil, opciones de prácticas.
Entiendo que la situación actual es complicada pero no hay una página de difusión como tal que te ayude a estar enterado"
592,Escuela Nacional Preparatoria,17,Masculino,B,Sí,Sí,Sí,"no tengo ninguna sugerencia, nuestra tutora siempre responde las dudas y es cordial y respetuosa"
593,Escuela Nacional Preparatoria,16,Femenino,B,Sí,Sí,Sí,Conforme a mi tutora no tengo queja alguna o recomendación. Todo me parece perfecto.
598,Escuela Nacional Preparatoria,16,Masculino,B,No,Sí,No,"Mi tutora no se toma en serio la tutoría, nunca nos brindó la debida información. En el año sólo tuvimos 2 o 3 clases de tutoría. Considero que es necesario este tipo de clases, pero no le dedicó, mi tutora, la mínima atención a esto."
603,Facultad de Filosofía y Letras,19,Masculino,B,Sí,Sí,No,"Simplemente que estén más al pendiente, que nos brinden más información y apoyo, ya que la información o comunicación es casi nula "
604,Escuela Nacional Preparatoria,16,Femenino,B,No,Sí,Sí,"Dar un espacio específico para la tutoría
"
609,Escuela Nacional Preparatoria,16,Femenino,B,No,Sí,Sí,Que pregunten más seguido sobre como esta el grupo o si hay alguna inquietud.
611,ENES León,26,Masculino,B,Sí,Sí,Sí,Ninguna
613,ENES León,21,Femenino,B,Sí,Sí,No,Tener un mejor seguimiento a la tutoria 
615,Escuela Nacional Preparatoria,17,Masculino,B,Sí,Sí,Sí,Ninguna 
617,Escuela Nacional Preparatoria,16,Masculino,B,Sí,Sí,Sí,Todo está muy bien
618,Escuela Nacional Preparatoria,16,Femenino,B,Sí,Sí,Sí,Ninguna.
625,FES Cuautitlán,20,Masculino,B,No,Sí,Sí,Sugiero tener sesiones más constantes y una disponibilidad mejoro más grande de los tutores
627,FES Cuautitlán,20,Femenino,B,Sí,Sí,Sí,"En lo personal, las sesiones de tutorías han sido adecuadas.  "
631,Facultad de Filosofía y Letras,20,Femenino,B,No,Sí,Sí,Es buen
634,Escuela Nacional Preparatoria,17,Masculino,B,No,Sí,Sí,Que algunas actividades o asignaturas se realice de manera presencial 
637,Facultad e Contaduría y Administración,18,Masculino,B,Sí,Sí,Sí,"Ninguna sugerencia, me gusta su organización"
638,Facultad de Odontología,19,Femenino,B,Sí,Sí,Sí,. 
640,Facultad de Filosofía y Letras,18,Femenino,B,No,Sí,Sí,No tengo ninguna sugerencia
645,ENES Mérida,20,Masculino,B,No,Sí,Sí,No tengo ninguna sugerencia 
650,FES Aragón,25,Femenino,B,No,Sí,Sí,"No, todo está bien"
651,FES Cuautitlán,18,Masculino,B,No,Sí,No,.
663,FES Aragón,20,Femenino,B,Sí,Sí,Sí,Que pudiera haber clases en especial de tutoría
668,Escuela Nacional Preparatoria,16,Masculino,B,Sí,Sí,Sí,ninguna sugerencia.
672,Facultad de Filosofía y Letras,19,Femenino,B,Sí,Sí,Sí,Los tutores deberían canalizar a los estudiantes con los departamentos de psicología si lo requieren
676,Suayed FCA Adminiatración,37,Femenino,B,Sí,Sí,Sí,Algunos tutores son super accesibles y siempre responden rápido y hay otros de diferentes materias que son todo lo contrario. Sería útil que los tutores pusieran ejemplos parecidos a los reactivos que tenemos que solucionar durante el curso. 
677,Facultad de Filosofía y Letras,19,Femenino,B,No,Sí,Sí,"Que nos proporcionen sus datos, como correo y si es posible su numero de teléfono, ya que a veces surgen algunas cuestiones que se te dificultan plantear con el grupo en general"
682,Facultad de Música,25,Masculino,B,Sí,Sí,Sí,es una oportunidad para desarrollarse como mejor estudiante 
684,Facultad de Música,18,Femenino,B,Sí,Sí,Sí,Que se de mayor promoción al programa para que más alumnos tengan acceso a él.
685,Escuela Nacional Preparatoria,19,Femenino,B,No,Sí,No,"Este año, ni conocimos a nuestro tutor."
686,Escuela Nacional Preparatoria,18,Femenino,B,Sí,Sí,Sí,Tener un espacio específicamente para que el alumnado puedan recurrir a los tutores cuando se les presente algún problema o duda
687,Facultad de Economía,19,Masculino,B,Sí,Sí,Sí,muy bien
688,Facultad de Ciencias Políticas y Sociales,18,Masculino,B,Sí,Sí,No,Estaría mejor un acercamiento mayor con los alumnos por parte de los tutores.
689,Facultad de Ingeniería,18,Femenino,B,Sí,Sí,Sí,El tutor puede brindar apoyo académico cuando el alumno lo requiera.
690,Facultad de Ingeniería,19,Masculino,B,No,Sí,No,Basar las tutorías en función de las necesidades del grupo 
691,FES Cuautitlán,19,Masculino,B,No,Sí,Sí,Mejorar los horarios de tutoria
694,"Facultad de Medicina, Veterinaria y Zootecnia",23,Femenino,B,Sí,No,Sí,.
695,Facultad de Derecho,36,Femenino,B,No,Sí,No,Ninguno
696,Escuela Nacional Preparatoria,16,Femenino,B,No,Sí,No,buscar una planificación para poder volver a clases presenciales 
697,Facultad de Ingeniería,24,Masculino,B,Sí,Sí,Sí, 
702,Facultad de Filosofía y Letras,21,Masculino,B,Sí,Sí,Sí,Xd
714,FES Cuautitlán,20,Femenino,B,Sí,Sí,Sí,"Dar a conocer al tutor con tiempo para pedirle ayuda en el transcurso del semestre, además de que este cumpla con su función de tutor aunado a su responsabilidad como profesor. "
715,Facultad de Economía,19,Masculino,B,No,Sí,No,Que expliquen más como funcionan las tutorías y sus tareas 
717,Escuela Nacional Preparatoria,15,Femenino,B,No,Sí,Sí,Que por parte de tutoría haya más comunicación con los alumnos
718,Escuela Nacional Preparatoria,15,Femenino,B,No,Sí,Sí,"Que al principio del año se diga quién es el tutor, como contactarlo, y se aclaren que tipo de problemas se pueden resolver con el."
719,Facultad de Medicina,22,Femenino,B,Sí,Sí,Sí,"No se cual sea el caso de otros tutores en base a su evaluacion.
Pero la tutora que tuve el primer semestre siempre estuvo atenta a todas las actividades y avisos emitidos por la Facultad. "
721,Escuela Nacional Preparatoria,15,Femenino,B,No,Sí,Sí,"Yo creo que los tutores hacen muchas cosas por sus alumnos, pero una sugerencia seria que interactuaran mas con ellos que es lo que les molesta, que dificultades tienen y los ayudan u orienten para apoyarlos."
723,Escuiela Nacional de Trabajo Social,28,Femenino,B,No,Sí,No,Que los y las tutores se involucren más a fondo con sus estudiantes.
727,Facultad de Ingeniería,20,Masculino,B,Sí,Sí,Sí,Me gustaría que el programa de tutoría se manejara durante toda la licenciatura y no solo en primer semestre.
731,Escuela Nacional Preparatoria,16,Masculino,B,Sí,Sí,Sí,"Es un buen programa, sin embargo si lograran contestar un poco más rápido los profesores o el personal de la escuela, sería genial."
733,Escuela Nacional Preparatoria,17,Femenino,B,No,Sí,No,Capacitar mejor a los maestros que dan tutora porque en 5 to año tuve un tutor muy poco calificado 
735,Escuela Nacional Preparatoria,17,Masculino,B,Sí,Sí,Sí,La única sugerencia que tengo es que se aclare quien es el tutor de cada grupo desde el comienzo del año
736,Facultad de Ingeniería,19,Masculino,B,Sí,Sí,Sí,No
738,FES Cuautitlán,19,Femenino,B,Sí,Sí,Sí,Contar con tutores más interesados en resolver las dudas de los alumnos
740,FES Cuautitlán,19,Masculino,B,Sí,Sí,Sí,.
741,Facultad de Economía,22,Femenino,B,Sí,Sí,Sí,"El programa es muy bueno, mi tutora fue muy amable y cordial, nos mostro el funcionamiento "
742,FES Acatlán,23,Femenino,B,Sí,Sí,Sí,no tengo
744,Escuela Nacional Preparatoria,17,Masculino,B,Sí,Sí,Sí,"Creo que el problema realmente no está en la materia, que, si bien,  puede ser de ayuda, no hay un lazo estrecho de relación entre tutor y alumnado."
745,Escuela Nacional Preparatoria,16,Masculino,B,Sí,No,No,Nada 
748,FES Cuautitlán,18,Masculino,B,No,No,No,"Dar a conocer, sobre sus actividades de tutoría y tener horas específicas para la tutoría
"
754,Escuiela Nacional de Trabajo Social,19,Femenino,B,No,Sí,Sí,Que puedan estar más al pendiente en caso de que haya una situación personal 
758,Facultad de Psicología,21,Femenino,B,Sí,Sí,Sí,"Me parece un programa muy bueno, pero podría generarse mayor difusión y recolectar un poco más de información de la población a la que se le brinda el apoyo, e incluso, generar tutorías entre pares, tocando temas de apoyo emocional y académicos."
768,Escuela Nacional de Enfermería y Obstetricia,22,Femenino,B,Sí,Sí,Sí,No tengo :)
769,Escuela Nacional Preparatoria,15,Femenino,B,No,Sí,Sí,Está bastante bien
772,Facultad de Ingeniería,21,Masculino,B,Sí,Sí,Sí,Mi tutor es una persona poco preparada
775,Facultad de Economía,46,Masculino,B,Sí,Sí,Sí,"Muy buen día
Creó que si son importantes los tutores, lo que yo sugiero es que se involucren más en las actividades de los alumnos y las retro alimentación de los docentes, para que ellos puedan estar informados del avance académico de los alumnos y el crecimiento de los docentes
"
782,FES Iztacala,20,Femenino,B,No,Sí,Sí,Nunguna
783,Escuela Nacional Preparatoria,17,Masculino,B,Sí,Sí,Sí,Ninguna
785,FES Cuautitlán,18,Masculino,B,No,Sí,Sí,Seguir trabajando como hasta ahora
788,Facultad de Ingeniería,20,Masculino,B,No,Sí,Sí,"En el caso de mi tutora, que realmente desconozco su nombre, no he sabido nada de ella después de primer semestre y las tutorías que nos brindo la verdad no me sirvieron de mucho pues fue algo que ya sabía desde que estudio en CCH, por lo tanto, no dio a conocer el ambiente de la facultad de Ingeniería y desde que terminé el primer semestre no he sabido nada de ella y tampoco tengo forma de contactarla 
"
793,Facultad e Contaduría y Administración,19,Masculino,B,Sí,No,No,Ninguna 
795,Facultad de Economía,20,Masculino,B,No,Sí,Sí,Que tengamos tutor para conocer las cosas importantes de la facultad al igual que los servicios escolares
799,ENES León,24,Femenino,B,Sí,Sí,Sí,Yo sugiero más sesiones de tutoría al semestre
804,"Facultad de Medicina, Veterinaria y Zootecnia",21,Femenino,B,Sí,Sí,Sí,Ninguno.
808,Facultad de Psicología,54,Femenino,B,Sí,Sí,Sí,"En la Facultad de Psicología cuento con un apoyo que me hubiera gustado tener en mi primera carrera que fue en la Facultad de Química en los ochentas. Estoy segura que actualmente Química también cuenta con ese apoyo que generará mejores resultados académicos individual y colectivamente. Mi única sugerencia es que lo difundan para que todos los estudiantes tengan ese apoyo.
"
810,Facultad de Ciencias Políticas y Sociales,18,Femenino,B,No,Sí,No,El año pasado tuve tutoría pero la profesora no era muy amable y no te daba la confianza para manifestar tus dudas.
813,Escuela Nacional Preparatoria,15,Femenino,B,No,Sí,No,Me gustaría que los tutores estuvieran más presentes respecto a la situaciones que se puede presentar con los alumnos y nos compartieran información que podemos llegar a necesitar. 
817,Escuela Nacional Preparatoria,15,Femenino,B,No,Sí,Sí,.
818,Escuela Nacional Preparatoria,17,Femenino,B,No,Sí,Sí,"que se le dedique más timpo a ese espcio que se tiene entre tutor y alumno asi, todo son escuchdos y asesorados"
820,ENES Morelia,23,Femenino,B,No,Sí,No,Durante 4 años de carrera solo tuve 3 asesorías con mi tutor
821,FES Iztacala,30,Masculino,B,No,Sí,Sí,Que hagan mayor difusión de las tutorias
822,Escuela Nacional Preparatoria,15,Femenino,B,Sí,Sí,No,.
827,Facultad de Ingeniería,20,Masculino,B,No,Sí,Sí,No tengo alguna sugerencia
830,Facultad e Contaduría y Administración,22,Femenino,B,Sí,Sí,Sí,"Respecto a las tutorías me parece de gran apoyo académico siendo así, creo que es importante que todo el alumnado este dispuesto a recibir ayuda y orientación académica."
831,Facultad e Contaduría y Administración,18,Femenino,B,Sí,Sí,Sí,"Capacitar al personal que ofrece la tutoria, porque es obvio que los compañeros tengamos muchas dudas y las profesoras se molestaban cuando preguntabas, y eran groseras, al final te quedabas con la misma duda"
835,Facultad de Ingeniería,26,Femenino,B,No,No,No,No he sabido de mi tutor desde el primer semestre
838,Facultad de Ingeniería,22,Femenino,B,Sí,No,No,.
839,Escuela Nacional Preparatoria,17,Masculino,B,No,Sí,No,"Estaría genial que los profesores no se encasillasen en un solo grupo, además, analizar si realmente hay una buena relación entre el grupo y el profesor. A lo largo de mi estadía en la preparatoria he tenido malas experiencias con la mayoría de los tutores; en 4to me enteré hasta el final que 7na maestra que a duras penas veíamos era mi tutora, durante 5to tuve una buena tutora (Mtra. Martha Tinoco) y ahora en 6to mi tutora no respeta al grupo e impone sus reglas sin respetar mucho al grupo. 610"
840,Facultad de Ingeniería,20,Masculino,B,Sí,Sí,Sí,Qué se siguiera manteniendo la comunicación con el tutor y no solo en el primer semestre de la carrera.
843,ENP 3,17,Femenino,B,Sí,Sí,Sí,.
847,Facultad e Contaduría y Administración,19,Masculino,B,Sí,Sí,Sí,Hasta el momento no tengo alguna sugerencia
853,Facultad de Ingeniería,23,Masculino,B,No,Sí,No,Que sea continua. Después del primer semestre no vuelves a saber del tutor y rerealmente es necesario para cuestiones de trámites o de decisión en optativas. 
854,Escuela Nacional Preparatoria,15,Masculino,B,No,Sí,Sí,"No, ninguna"
855,FES Cuautitlán,18,Masculino,B,No,Sí,Sí,"En general esta bien la tutorial, aunque no conozco casi nada sobre esto"
858,FES Aragón,26,Masculino,B,Sí,Sí,Sí,"No tengo ninguna sugerencia, en mi carrera las tutorías son muy buenas "
